Sector de actividade,CAE,Descrição do código da CAE,Nível de codificação,Distribuição do peso da divisão e grupo,Tipo de resultados,Categoria,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez
Transporte e armazenagem,52,  armazenagem  e actividades  auxiliares dos transportes (inclui manuseamento),Divisão,0,Índices,Emprego,1989,127.8,107.7,168.7,127.6,151.1,111.5,169.8,84,120.8,163.6,158.8,82.7
Transporte e armazenagem,53,Actividades   postais e dos correios ,Divisão,0,Índices,Emprego,1989,110.9,119.5,167.4,82.1,118.6,114,134.1,101.6,179.3,128,121.4,132.9
Outros serviços,58,Actividades  de edição,Divisão,0,Índices,Emprego,1989,132.7,89,94.7,173.6,148.4,118.4,102.5,113,96.6,165,95.6,157.3
Outros serviços,59,"Actividades cinematográficas, de vídeo e produção de programas de televisão, edição de  música e gravação de som",Divisão,0,Índices,Emprego,1989,102.9,97.5,123.2,100.2,166.3,80.8,112.7,140.2,121.4,103.8,86.8,117.1
Outros serviços,60,Actividades de rádio e  de televisão  ,Divisão,0,Índices,Emprego,1989,152.8,105.4,134.3,96.6,131.2,149.6,93.3,120.8,146,98.8,145.2,90.2
Outros serviços,61,Telecomunicações,Divisão,0,Índices,Emprego,1989,91,163.2,89.4,151.1,143.6,112.8,175,133.8,132.3,92.7,155.1,115.9
Outros serviços,62,Consultoria e programação  informática actividades  relacionadas  ,Divisão,0,Índices,Emprego,1989,87,82.7,89.4,131.6,90.7,93.7,174.7,114.5,84,95.1,151.8,136.5
Outros serviços,63,Actividades dos serviços de informação,Divisão,0,Índices,Emprego,1989,152,105.2,139.6,102.1,154.6,128.9,139.8,85.1,118.5,176.3,157.8,151.7
Outros serviços,65,"Seguros, ressguros e fundos de pensões, excepto segurança social obrigatória ",Divisão,0,Índices,Emprego,1989,119.7,95.6,93.2,140.5,123.6,178.2,179.9,167.6,117.6,118.3,143.6,106.3
Outros serviços,68,Actividades imobiliárias ,Divisão,0,Índices,Emprego,1989,110,82.6,100.9,117.5,87.3,106.3,159.6,177.2,132.8,164.2,132.2,158.7
Outros serviços,69,Actividades jurídicas e  de contabilidade,Divisão,0,Índices,Emprego,1989,96.2,129.2,126.4,116.7,85.8,84.5,176.3,137.9,135.4,157.6,128.5,172.2
Outros serviços,70,Actividades das  sedes sociais e de consultoria para   negócios  e a gestão  ,Divisão,0,Índices,Emprego,1989,86.2,92.7,175.4,150.5,147.3,140.4,110.8,126,106.5,170.1,118.1,135.5
Outros serviços,71,"Actividades de arquitectura, de engenharia e técnicas afins; actividades de ensaios e de análises técnicas ",Divisão,0,Índices,Emprego,1989,166,117.4,163.9,92.7,97.1,147.6,92.2,175.4,128.4,146.7,146.3,94.6
Outros serviços,73," publicidade,  estudos de mercado e sondagens de opinião ",Divisão,0,Índices,Emprego,1989,102.3,139.6,143.2,159.8,149.8,158.4,170,154.8,119.6,140.6,118.6,165.3
Outros serviços,74,"Outras actividades de consultoria,  científicas, técnicas e similares",Divisão,0,Índices,Emprego,1989,152.9,120.8,167.1,127.8,161.1,147.5,154.3,96.5,130.2,90.1,81.6,104.2
Outros serviços,75,Actividades veterinarias,Divisão,0,Índices,Emprego,1989,95.8,117,115.1,110.6,117.5,92.3,108.4,159.3,153,134.8,121.9,174
Outros serviços,77,Actividades de aluguer,Divisão,0,Índices,Emprego,1989,123.1,155.9,152.7,161.5,120.7,157.5,135.6,160.5,104.6,160.7,167.7,168
Outros serviços,79,"Agências de viagem, operadores turísticos e outros serviços  de reservas  e actividades relacionadas ",Divisão,0,Índices,Emprego,1989,98.5,100.4,95.3,162.9,119.3,114,151.1,170.3,168.1,112.9,158.6,154
Outros serviços,80,Actividades de investigação e segurança,Divisão,0,Índices,Emprego,1989,90.7,95.8,173,100.8,119.2,154.5,89.7,149.2,119.7,159.9,136.5,176.4
Outros serviços,81,"Actividades relacionadas com edifícios, plantação e manutenção  de jardins ",Divisão,0,Índices,Emprego,1989,173.8,109.3,136.6,156.3,83.6,162,162.2,111.4,131.5,114.5,166.7,149.7
Outros serviços,82,Actividades de serviços administrativos e  de apoio prestados ás empresas ,Divisão,0,Índices,Emprego,1989,165.8,133.1,168.4,175.1,85.2,134.7,133.1,146.6,108.8,163.5,165,85.2
Outros serviços,85,Educação,Divisão,0,Índices,Emprego,1989,104.8,174.7,162.1,103.4,93.5,141,92.6,85.5,127,171,163.8,104.9
Outros serviços,86,Actividades de saúde humana ,Divisão,0,Índices,Emprego,1989,172.4,172.9,131.5,122,137,148,137.6,150.7,107.1,134.9,117.5,106.5
Outros serviços,92,Lotarias e outros jogos de aposta,Divisão,0,Índices,Emprego,1989,120.3,130.8,164.2,163.2,159.3,165.6,114.3,129.2,146.1,156.9,142.6,116.4
Outros serviços,93,"Actividades desportivas, de diversão e   recreativas ",Divisão,0,Índices,Emprego,1989,118.8,109.7,122.8,121.5,163.3,83.5,139.8,161.6,104.4,115.6,129.1,80.9
Outros serviços,95,Reparação de computadores e bens de uso pessoal e doméstico,Divisão,0,Índices,Emprego,1989,176.7,91.9,113,114.6,105.5,90.9,168.1,174.2,120.9,90.1,120.1,136.6
Outros serviços,96,Outras actividades de serviços pessoais,Divisão,0,Índices,Emprego,1989,111.7,170.7,93.6,161.6,155.5,174,159.7,152,133.1,158,124.1,110.9
Comércio,45,Comércio por grosso e a retalho; manutenção e reparação de veículos automóveis e motociclos ,Divisão,0,Índices,Emprego,1989,147.3,157.3,112.5,96.4,112.6,129.9,128.3,178.4,134.1,143.7,104.9,178.3
Comércio,46,"Comércio por grosso (inclui  agentes) , excepto de  veículos automóveis e motociclos ",Divisão,0,Índices,Emprego,1989,114.2,142.6,82.9,157.7,123,161,100.7,88.6,114.9,124.6,112.3,158.2
Comércio,47,"Comércio a retalho, excepto de veículos automóveis e motociclos ",Divisão,0,Índices,Emprego,1989,100.9,145.6,98.6,120.3,171.5,139.4,106.8,145.8,176.2,87,102.1,105.3
Comércio,451,Comércio de veículos automóveis ,Grupo,0,Índices,Emprego,1989,96.2,147,136.1,128.7,120.6,156.7,171.3,148.2,99.5,84.6,158.7,125.7
Comércio,452,Manutenção e reparação de veículos automóveis,Grupo,0,Índices,Emprego,1989,132.4,94.5,122.6,113.1,140.7,110,94.5,80.5,97.7,170.8,117.6,152.9
Comércio,453,Comércio de peças e acessórios para veículos automóveis,Grupo,0,Índices,Emprego,1989,162.9,113.9,139.1,154.3,89.8,93.7,144.6,95.9,107,100.8,107.4,150.5
Comércio,454,"Comércio, manutenção e reparação de motociclos, de suas peças e acessórios",Grupo,0,Índices,Emprego,1989,163.9,137.7,100.6,92.4,103.7,132.9,101.8,91.3,80.3,86.4,173.4,168.4
Comércio,461,Agentes do comércio por grosso,Grupo,0,Índices,Emprego,1989,91.2,149.3,171.4,146.6,167.6,128.4,176.2,104.4,112.9,140,157.6,141.3
Comércio,462,"Comércio por grosso de produtos agrícolas brutos, animais vivos",Grupo,0,Índices,Emprego,1989,93,128.6,157.6,134.7,150.9,119.4,140.8,148.8,127.9,150.7,137.9,151
Comércio,463,"Comércio por grosso de  produtos alimentares, bebidas e tabaco",Grupo,0,Índices,Emprego,1989,175.3,172.6,172.5,81.7,137.8,87.5,90.7,151,104.8,144.7,137.3,110.7
Comércio,464,"Comércio por grosso de bens de consumo, excepto alimentares, bebidas e tabaco",Grupo,0,Índices,Emprego,1989,104,99.3,83.6,177.9,106.1,164.8,97.5,117.2,162.3,86.5,126.7,160.3
Comércio,465,Comércio por grosso de máquinas e equipamentos e suas partes,Grupo,0,Índices,Emprego,1989,100.1,129.9,108.8,163.3,82.1,93.6,103.3,151.1,108.6,127.3,112.9,141
Comércio,466,Outro comércio por grosso especializado,Grupo,0,Índices,Emprego,1989,102.4,158.2,178,162.7,96.2,90.1,168.3,96.6,143.1,169.3,121.8,122.8
Comércio,469,Comércio por grosso não especializado,Grupo,0,Índices,Emprego,1989,116.4,104.3,103,172,103.3,172.1,137.5,134.1,129.6,157.6,81.9,159.3
Comércio,471,Comércio a retalho em estabelecimentos não especializados ,Grupo,0,Índices,Emprego,1989,146.2,99.3,92.2,116.9,163,101.9,142.8,97.8,127.1,141.8,161.9,170.7
Comércio,472,"Comércio a retalho de produtos alimentares, bebidas e tabaco em estabelecimentos especializados ",Grupo,0,Índices,Emprego,1989,95.8,111.1,152.2,141.3,147.8,101.5,103.6,116,138.3,174,119,93.4
Comércio,473,Comércio a retalho de combustível para veículos a motor em estabelecimentos especializados,Grupo,0,Índices,Emprego,1989,109.8,109.9,162.6,146.1,163.3,172.9,149.7,141.3,179.7,84.4,135.3,133.5
Comércio,474,Comércio a retalho de equipamento das tecnologias da informação e comunicações ( tic/ict) em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1989,175.2,128.3,115.4,153.5,150.2,115.5,153.2,140.2,177.8,134.2,164.9,151.9
Comércio,475,"Comércio a retalho de outro equipamento para uso doméstico, em estabelecimentos especializados",Grupo,0,Índices,Emprego,1989,174.2,119.4,178.1,105.1,123.6,167.1,102.5,165.3,138.3,175,142.4,159.1
Comércio,476,Comércio a retalho de bens culturais e recreativos em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1989,135.1,139,165.9,125.8,112.9,131.8,83.7,172.7,105.5,170,116.1,175.2
Comércio,477,Comércio a retalho de outros produtos em estabelecimentos especializados ,Grupo,0,Índices,Emprego,1989,165.2,139.1,153,154.6,134.2,163.7,157.1,142.7,171.1,138,149.4,123.3
Alojamento e restauração,551,Estabelecimentos hoteleiros,Grupo,0,Índices,Emprego,1989,155.5,168.3,147.9,151.8,167,113.3,176.3,139,125.8,103.7,106.4,157.8
Alojamento e restauração,552,Parques de campismo e  de caravanismo e de outros locais de curta duração ,Grupo,0,Índices,Emprego,1989,146.7,96.2,102.7,121.7,90,114.1,84.5,177.7,139.1,119.5,135.3,103.6
Alojamento e restauração,559,Outros locais de alojamento,Grupo,0,Índices,Emprego,1989,109.8,173.5,107.1,143.5,89.7,153.2,138.2,81.9,92.4,119.3,88.5,102.9
Alojamento e restauração,561,Restaurantes e actividades de restauração em meios movéis ,Grupo,0,Índices,Emprego,1989,138.3,153.3,94.4,122,155,84,105.2,105.4,177,153.1,156.8,126.7
Alojamento e restauração,562,Fornecimento de refeições  para eventos  e outras  actividades  de serviços de refeições ,Grupo,0,Índices,Emprego,1989,139.8,89.8,111.2,147.8,156.6,105.5,88.3,90.4,96.1,158.4,113.5,123.1
Alojamento e restauração,563,Estabelecimentos de bebidas,Grupo,0,Índices,Emprego,1989,119.1,82.3,93.2,131,143.1,115.1,95.9,101.1,149.9,103.1,94.2,122
Outros serviços,581,"Edição de livros, jornais e de outras publicações",Grupo,0,Índices,Emprego,1989,98.5,128.8,138.9,118.8,108.1,119.7,145.5,176.3,80.5,159.1,101,165.5
Outros serviços,591,"Actividades cinematográficas, de vídeo e de  produção de programas de televisão ",Grupo,0,Índices,Emprego,1989,112.8,96.2,141.5,144.9,134.9,88.4,125.3,113.8,81.1,176.6,147.2,111.3
Outros serviços,601,Actividades  de radio,Grupo,0,Índices,Emprego,1989,81.9,180,164.6,176.5,117.5,97,159.9,107.3,107.5,150.1,84.5,177.1
Outros serviços,602,Actividades de televisão ,Grupo,0,Índices,Emprego,1989,142.7,142.2,103.3,118,130.7,163,88.1,141.5,172.1,121.9,156.8,83.8
Outros serviços,611,Actividades de telecomunicações por  fio,Grupo,0,Índices,Emprego,1989,143.4,143.3,109.8,139.9,178.6,132.3,150.5,170.4,99.6,170.7,123.3,150.7
Outros serviços,612,Actividades de telecomunicações sem  fio,Grupo,0,Índices,Emprego,1989,82.7,111.9,146.3,123.8,177.9,118,106.9,94.4,174.8,167.2,171.2,119.9
Outros serviços,613,Actividades de telecomunicações por  satélite,Grupo,0,Índices,Emprego,1989,178.5,133.6,131.4,117.1,148.5,96.7,129.2,154.4,122.6,173.5,166.2,107.2
Outros serviços,619,Outras actividades de telecomunicações ,Grupo,0,Índices,Emprego,1989,142.8,85.4,87.6,110.5,172.4,142.5,124.5,89,163.4,110.3,153.5,163.1
Outros serviços,620,Consultoria e programação  informática actividades  relacionadas  ,Grupo,0,Índices,Emprego,1989,141,156.4,104.9,96.6,160.8,152,133.1,114.6,167.5,102.4,139.8,157.2
Outros serviços,639,Outras actividades dos serviços de informação,Grupo,0,Índices,Emprego,1989,104.6,134,129.2,153.1,147.4,146.3,143.5,177.6,179.8,158.9,92.9,101
Outros serviços,651,Seguros ,Grupo,0,Índices,Emprego,1989,130,154.1,82.7,97.2,173.8,107.6,114.2,82.6,88.5,114.6,137.7,150.5
Outros serviços,681,Actividades imobiliarias por conta propria,Grupo,0,Índices,Emprego,1989,139.4,118.8,120.7,136.7,94.2,89.7,147.9,119.6,111.6,153.8,178.9,116.1
Outros serviços,682,Actividades imobiliarias por conta de outrém,Grupo,0,Índices,Emprego,1989,94.6,113,133.7,103.6,95.6,94.2,118.7,97.9,149.7,123.1,144.8,171.1
Outros serviços,691,Actividades juridicas,Grupo,0,Índices,Emprego,1989,168.5,161.2,119.8,114.6,157.5,100.6,101.3,144,104,137,123.8,84.8
Outros serviços,692,"Actividades  de contabilidade e auditoria, consultoria fiscal",Grupo,0,Índices,Emprego,1989,174.8,140.1,97.4,109.5,140.1,150.2,179.6,169.8,173.7,162.5,162.7,82.1
Outros serviços,701,Actividades das sedes sociais ,Grupo,0,Índices,Emprego,1989,115,143.5,153.6,80.3,104.7,107.3,150.5,156,144.6,152,159.9,109.7
Outros serviços,702,Actividades de consultoria para os  negócios e a gestão,Grupo,0,Índices,Emprego,1989,166.3,119.9,117,157,130.3,178.4,141.8,103.6,158.6,94.8,81.8,149.1
Outros serviços,711,"Actividades de arquitetura, de engenharia e técnicas afins",Grupo,0,Índices,Emprego,1989,163.7,87.6,80.1,124.6,174.3,113.3,134.2,176.5,81.4,146.6,176.8,145.3
Outros serviços,731,Publicidade,Grupo,0,Índices,Emprego,1989,133.3,156.4,110.4,113.7,97.7,120.9,87.1,173.8,112.1,81.2,88.1,105.7
Outros serviços,732,Estudos de mercado e sondagens de opnião,Grupo,0,Índices,Emprego,1989,158.6,90.6,143.6,172.5,140,128,112.5,86.2,119.3,122,92.3,93.9
Outros serviços,742,Actividades fotográficas,Grupo,0,Índices,Emprego,1989,87.7,96.6,89.1,83.9,90.8,172.9,135.5,161.6,113.6,96.7,156.8,125.6
Outros serviços,749,"Outras actividades de consultoria,cíentificas, técnicas e similares, n.e.",Grupo,0,Índices,Emprego,1989,151.4,101.5,95.2,162.4,89.2,115.8,120.6,95.2,89.6,90.5,162.5,136.1
Outros serviços,750,Actividades veterínarias,Grupo,0,Índices,Emprego,1989,99.6,155.4,92.9,147.6,165.1,109.4,85.1,162.5,123.3,158.4,115.2,148.1
Outros serviços,771, aluguer  de veículos automóveis,Grupo,0,Índices,Emprego,1989,111.8,116.5,119.5,136.2,116.4,82.4,112,162.3,154.6,93.2,80.7,101.3
Outros serviços,773,"Aluguer de outras maquinas, equipamentos  ( sem operador) ",Grupo,0,Índices,Emprego,1989,87.8,91.3,126.8,117.9,141.1,93.4,157,137.6,170.9,173.6,140.4,111.4
Outros serviços,791,Agências de viagem e  operadores turísticos ,Grupo,0,Índices,Emprego,1989,147.6,143.8,106.1,119,108.9,163.9,105.3,101.8,175.6,125,160.7,147.9
Outros serviços,801,Actividade de segurança privada ,Grupo,0,Índices,Emprego,1989,113.5,123.8,129.8,96.3,157.5,107.3,80.8,111.6,167.9,100.9,90.1,95.7
Outros serviços,802,Actividades relacionados com   sistemas  de segurança  ,Grupo,0,Índices,Emprego,1989,109.9,93,127.4,118.3,170.5,117.5,86,123.4,88.5,174.6,151.9,167.1
Outros serviços,811,Actividades combinadas de apoio a gestão de edificios,Grupo,0,Índices,Emprego,1989,156.2,157,96.6,125.5,162.8,164.5,159.7,129.8,139.2,103.3,166.8,88.7
Outros serviços,812,Actividades de limpeza ,Grupo,0,Índices,Emprego,1989,101,121.7,80.3,126.2,154.6,84.1,89.2,92.6,139.1,174.5,155.1,111.2
Outros serviços,813,Actividades de plantação e manutenção de jardim,Grupo,0,Índices,Emprego,1989,126.6,98.3,101.2,137.7,139.9,115.9,106.8,107.6,156.6,108.3,138.5,102.1
Outros serviços,821,Actividades de serviços administrativos e  de apoio ,Grupo,0,Índices,Emprego,1989,120.4,173.8,110,165.2,171.6,104.9,104.6,106.1,144.5,162,102.5,116.9
Outros serviços,823,"Organização de feiras, congressos e outros eventos similares",Grupo,0,Índices,Emprego,1989,122.2,105.5,96.8,159.9,131,108.4,135.3,118.3,126.7,159.7,112.9,125.2
Outros serviços,851,Educação pré-escolar e primário,Grupo,0,Índices,Emprego,1989,171.3,92.2,167,139.4,103.9,161.5,100.3,136.5,134.3,118,156.3,113.4
Outros serviços,852,Ensino secundário,Grupo,0,Índices,Emprego,1989,161.8,126.9,105.2,178.1,81.1,175.8,131.6,80.2,128.4,135,142.3,111
Outros serviços,853,Ensino superior (inclui ensino pos secundario não superior ),Grupo,0,Índices,Emprego,1989,150.8,100,172.6,88.4,110,140.2,168.3,162.7,168.4,155.5,179.1,96.4
Outros serviços,854, outras actividades educativas,Grupo,0,Índices,Emprego,1989,101.1,93.9,89.2,135.7,150,107.3,167.7,166.7,96.8,126.2,149.6,93.4
Outros serviços,855,Actividades de serviço de apoio a educação,Grupo,0,Índices,Emprego,1989,170.5,179,135.8,137.5,98,168.1,86.9,124.2,162.4,102.8,84,156.9
Outros serviços,861,Actividades dos estabelecimentos de saude com internamento,Grupo,0,Índices,Emprego,1989,152.2,120.3,107.1,120.7,154.2,129.1,114,116,135.2,136.6,163.9,146.3
Outros serviços,862,Actividades de pratica clínica em ambulatório e de medecina dentária e odontologia,Grupo,0,Índices,Emprego,1989,143.2,94.8,148.9,165.2,89.7,108.7,88.4,161.3,146.9,87.5,105.1,139.9
Outros serviços,869,Outras  actividades de saude humana,Grupo,0,Índices,Emprego,1989,108,124.4,174.8,100.9,144,120.5,131.2,169.1,109.6,166.4,87.3,117.8
Outros serviços,920,Lotarias e outros jogos de aposta,Grupo,0,Índices,Emprego,1989,163.3,149.4,121.3,174.2,145.3,152.5,112.7,169.8,85.3,170.7,136.9,136.9
Outros serviços,931,Actividades desportivas,Grupo,0,Índices,Emprego,1989,88.7,141.6,132.3,173.8,118.9,82,135.9,94.1,84.1,158.1,165.2,134.8
Outros serviços,932,Outras actividades de diversão e recreativas ,Grupo,0,Índices,Emprego,1989,135.2,168.3,163.6,174.5,80.1,122.4,173,82.5,166.6,179.2,109.4,120.6
Outros serviços,951,Reparação  de computadores e equipamento de comunicações,Grupo,0,Índices,Emprego,1989,176.7,178.9,127,96.2,160.8,175.8,127.4,83.2,103.9,142.1,109.7,103
Outros serviços,952,Reparação de bens de uso pessoal e doméstico,Grupo,0,Índices,Emprego,1989,94.6,142.5,93.7,84.9,149,139.2,140.1,89.6,166.1,97.4,117.9,125.2
Outros serviços,960,Outras actividades de serviços pessoais,Grupo,0,Índices,Emprego,1989,153.1,117.5,137.7,87,174.7,129.8,148.7,139.4,179.6,159.8,144.7,178.7
Transporte e armazenagem,491,Transporte  por caminhos - de- ferro,Grupo,0,Índices,Emprego,1989,162.6,168.4,146.6,95.7,176.4,147.4,99.9,95.1,98.5,99.2,160.3,144.8
Transporte e armazenagem,492,Outros transportes terrestres  de passageiros,Grupo,0,Índices,Emprego,1989,131.7,174.2,159.1,176.8,126.5,163.4,90.9,81.6,165.4,161.4,83.3,109.8
Transporte e armazenagem,493,Transportes por oleodutos e gasodutos (pipelines),Grupo,0,Índices,Emprego,1989,122,90.3,149.8,176.2,170.2,111.7,167.6,82,162.3,82.7,143.3,146.3
Transporte e armazenagem,501,Transportes marítimos ,Grupo,0,Índices,Emprego,1989,165.2,92.8,105.1,111.8,172.8,164.8,127.3,160.4,155.5,129.9,112.8,86.8
Transporte e armazenagem,511,Transportes aéreos de passageiros ,Grupo,0,Índices,Emprego,1989,173.7,132.4,171.3,143.8,168.3,152.2,108.6,92.2,149.8,167.4,111.6,107.7
Transporte e armazenagem,521,Armazenagem,Grupo,0,Índices,Emprego,1989,161.9,173.8,143.5,111.6,152.7,98.2,159.1,149.6,120.8,178.6,168.7,103.1
Transporte e armazenagem,522,Actividades auxiliares dos transportes ,Grupo,0,Índices,Emprego,1989,133.5,125.1,171.9,109.5,100.8,157.8,175.1,128.2,119.7,109.4,168.7,123.2
Transporte e armazenagem,531,Actividades dos correios nacionais,Grupo,0,Índices,Emprego,1989,88.2,157,169.9,168.7,157.2,85.1,97.9,170.3,120.4,105.5,96.9,168.8
